CONTAINER ID,NAME,CPU %,MEM USAGE / LIMIT,MEM %,NET I/O,BLOCK I/O,PIDS
a89bf687d13c,r_agent,0.36%,139.7MiB/31.09GiB,0.44%,0B/0B,58MB/0B,49
ef3f5b7d89cf,oai-udr,0.21%,17.2MiB/31.09GiB,0.05%,115kB/50.6kB,0B/0B,7
5202830792c1,oai-ausf,0.18%,16.54MiB/31.09GiB,0.05%,31.9kB/20.1kB,0B/0B,7
b6700381562a,oai-amf,0.00%,20.01MiB/31.09GiB,0.06%,89kB/122kB,0B/0B,11
578fdb9b6717,oai-smf,0.00%,18.19MiB/31.09GiB,0.06%,43.9kB/48.2kB,0B/0B,13
164ab8e58687,oai-spgwu-tiny,0.00%,19.34MiB/31.09GiB,0.06%,259kB/246kB,0B/0B,15
7218321e4e90,oai-udm,0.17%,16.8MiB/31.09GiB,0.05%,44.2kB/33.3kB,0B/0B,7
125fb38de96f,cn-agent,0.01%,39.14MiB/31.09GiB,0.12%,1.92MB/923kB,0B/0B,1
ae395bc92632,oai-nrf,0.20%,16.53MiB/31.09GiB,0.05%,66.8kB/29.6kB,0B/0B,7
e915d098e124,mysql,0.15%,404.1MiB/31.09GiB,1.27%,670kB/1.69MB,201kB/283MB,40
b2bc12d8ebed,oai-ext-dn,0.00%,11.98MiB/31.09GiB,0.04%,12.9kB/0B,0B/0B,3
4359e12d5d64,nms-api-app,1.16%,46.52MiB/31.09GiB,0.15%,0B/0B,37.3MB/0B,1
83d0496cd3f3,nms-front-app,0.00%,27.85MiB/31.09GiB,0.09%,30kB/11kB,12.3MB/4.1kB,25
1d8edff61cb4,nms-db-sql,132.02%,763.6MiB/31.09GiB,2.40%,45.3MB/46.3MB,298MB/444MB,54
a89bf687d13c,r_agent,0.28%,139.6MiB/31.09GiB,0.44%,0B/0B,58MB/0B,49
ef3f5b7d89cf,oai-udr,0.16%,17.26MiB/31.09GiB,0.05%,115kB/50.6kB,0B/0B,7
5202830792c1,oai-ausf,0.13%,16.61MiB/31.09GiB,0.05%,31.9kB/20.1kB,0B/0B,7
b6700381562a,oai-amf,0.00%,20.07MiB/31.09GiB,0.06%,89.6kB/124kB,0B/0B,11
578fdb9b6717,oai-smf,0.01%,18.22MiB/31.09GiB,0.06%,44.4kB/49.2kB,0B/0B,13
164ab8e58687,oai-spgwu-tiny,0.00%,19.37MiB/31.09GiB,0.06%,259kB/247kB,0B/0B,15
7218321e4e90,oai-udm,0.14%,16.84MiB/31.09GiB,0.05%,44.2kB/33.3kB,0B/0B,7
125fb38de96f,cn-agent,0.01%,39.15MiB/31.09GiB,0.12%,1.96MB/942kB,0B/0B,1
ae395bc92632,oai-nrf,0.19%,16.59MiB/31.09GiB,0.05%,68.3kB/30.3kB,0B/0B,7
e915d098e124,mysql,0.19%,404.1MiB/31.09GiB,1.27%,684kB/1.73MB,201kB/283MB,40
b2bc12d8ebed,oai-ext-dn,0.00%,11.98MiB/31.09GiB,0.04%,12.9kB/0B,0B/0B,3
4359e12d5d64,nms-api-app,1.28%,46.8MiB/31.09GiB,0.15%,0B/0B,37.3MB/0B,3
83d0496cd3f3,nms-front-app,0.00%,27.85MiB/31.09GiB,0.09%,30kB/11kB,12.3MB/4.1kB,25
1d8edff61cb4,nms-db-sql,142.93%,763.7MiB/31.09GiB,2.40%,45.5MB/46.5MB,298MB/445MB,54
a89bf687d13c,r_agent,0.36%,139.6MiB/31.09GiB,0.44%,0B/0B,58MB/0B,49
ef3f5b7d89cf,oai-udr,0.20%,17.37MiB/31.09GiB,0.05%,115kB/50.6kB,0B/0B,7
5202830792c1,oai-ausf,0.14%,16.64MiB/31.09GiB,0.05%,31.9kB/20.1kB,0B/0B,7
b6700381562a,oai-amf,0.00%,20.14MiB/31.09GiB,0.06%,90.9kB/127kB,0B/0B,11
578fdb9b6717,oai-smf,0.00%,18.27MiB/31.09GiB,0.06%,44.8kB/50.2kB,0B/0B,13
164ab8e58687,oai-spgwu-tiny,0.00%,19.45MiB/31.09GiB,0.06%,260kB/247kB,0B/0B,15
7218321e4e90,oai-udm,0.18%,16.98MiB/31.09GiB,0.05%,44.2kB/33.3kB,0B/0B,7
125fb38de96f,cn-agent,0.01%,39.41MiB/31.09GiB,0.12%,2MB/963kB,0B/0B,1
ae395bc92632,oai-nrf,0.20%,16.83MiB/31.09GiB,0.05%,69.9kB/31.1kB,0B/0B,7
e915d098e124,mysql,0.12%,404.2MiB/31.09GiB,1.27%,698kB/1.76MB,201kB/283MB,40
b2bc12d8ebed,oai-ext-dn,0.00%,12.02MiB/31.09GiB,0.04%,12.9kB/0B,0B/0B,3
4359e12d5d64,nms-api-app,1.23%,46.89MiB/31.09GiB,0.15%,0B/0B,37.3MB/0B,1
83d0496cd3f3,nms-front-app,0.00%,27.85MiB/31.09GiB,0.09%,30kB/11kB,12.3MB/4.1kB,25
1d8edff61cb4,nms-db-sql,129.95%,763.7MiB/31.09GiB,2.40%,45.7MB/46.7MB,298MB/447MB,54
a89bf687d13c,r_agent,0.34%,139.5MiB/31.09GiB,0.44%,0B/0B,58MB/0B,49
ef3f5b7d89cf,oai-udr,0.20%,17.37MiB/31.09GiB,0.05%,115kB/50.6kB,0B/0B,7
5202830792c1,oai-ausf,0.20%,16.64MiB/31.09GiB,0.05%,31.9kB/20.1kB,0B/0B,7
b6700381562a,oai-amf,0.01%,20.14MiB/31.09GiB,0.06%,91.5kB/129kB,0B/0B,11
578fdb9b6717,oai-smf,0.05%,18.27MiB/31.09GiB,0.06%,45.2kB/51.2kB,0B/0B,13
164ab8e58687,oai-spgwu-tiny,0.04%,19.45MiB/31.09GiB,0.06%,260kB/248kB,0B/0B,15
7218321e4e90,oai-udm,0.16%,16.98MiB/31.09GiB,0.05%,44.2kB/33.3kB,0B/0B,7
125fb38de96f,cn-agent,0.01%,39.54MiB/31.09GiB,0.12%,2.04MB/982kB,0B/0B,1
ae395bc92632,oai-nrf,0.22%,16.83MiB/31.09GiB,0.05%,71.5kB/31.8kB,0B/0B,7
e915d098e124,mysql,0.14%,404.2MiB/31.09GiB,1.27%,713kB/1.8MB,201kB/283MB,40
b2bc12d8ebed,oai-ext-dn,0.00%,12.02MiB/31.09GiB,0.04%,12.9kB/0B,0B/0B,3
4359e12d5d64,nms-api-app,1.35%,47.41MiB/31.09GiB,0.15%,0B/0B,37.3MB/0B,3
83d0496cd3f3,nms-front-app,0.00%,27.85MiB/31.09GiB,0.09%,30kB/11kB,12.3MB/4.1kB,25
1d8edff61cb4,nms-db-sql,150.86%,763.7MiB/31.09GiB,2.40%,45.9MB/46.9MB,298MB/448MB,54
a89bf687d13c,r_agent,0.45%,139.5MiB/31.09GiB,0.44%,0B/0B,58MB/0B,49
ef3f5b7d89cf,oai-udr,0.23%,17.37MiB/31.09GiB,0.05%,115kB/50.6kB,0B/0B,7
5202830792c1,oai-ausf,0.13%,16.69MiB/31.09GiB,0.05%,31.9kB/20.1kB,0B/0B,7
b6700381562a,oai-amf,0.00%,20.24MiB/31.09GiB,0.06%,92.7kB/132kB,0B/0B,11
578fdb9b6717,oai-smf,0.00%,18.29MiB/31.09GiB,0.06%,45.3kB/51.3kB,0B/0B,13
164ab8e58687,oai-spgwu-tiny,0.00%,19.57MiB/31.09GiB,0.06%,260kB/248kB,0B/0B,15
7218321e4e90,oai-udm,0.15%,17MiB/31.09GiB,0.05%,44.2kB/33.3kB,0B/0B,7
125fb38de96f,cn-agent,0.01%,39.43MiB/31.09GiB,0.12%,2.09MB/1MB,0B/0B,1
ae395bc92632,oai-nrf,0.15%,16.95MiB/31.09GiB,0.05%,71.5kB/31.8kB,0B/0B,7
e915d098e124,mysql,0.12%,404.2MiB/31.09GiB,1.27%,727kB/1.83MB,201kB/283MB,40
b2bc12d8ebed,oai-ext-dn,0.00%,12.08MiB/31.09GiB,0.04%,12.9kB/0B,0B/0B,3
4359e12d5d64,nms-api-app,1.23%,47.2MiB/31.09GiB,0.15%,0B/0B,37.3MB/0B,1
83d0496cd3f3,nms-front-app,0.00%,27.85MiB/31.09GiB,0.09%,30kB/11kB,12.3MB/4.1kB,25
1d8edff61cb4,nms-db-sql,130.77%,763.7MiB/31.09GiB,2.40%,46.1MB/47.1MB,298MB/449MB,54
a89bf687d13c,r_agent,0.52%,139.5MiB/31.09GiB,0.44%,0B/0B,58MB/0B,49
ef3f5b7d89cf,oai-udr,0.15%,17.38MiB/31.09GiB,0.05%,115kB/50.6kB,0B/0B,7
5202830792c1,oai-ausf,0.15%,16.77MiB/31.09GiB,0.05%,31.9kB/20.1kB,0B/0B,7
b6700381562a,oai-amf,0.00%,20.3MiB/31.09GiB,0.06%,93.3kB/134kB,0B/0B,11
578fdb9b6717,oai-smf,0.01%,18.45MiB/31.09GiB,0.06%,45.7kB/52.3kB,0B/0B,13
164ab8e58687,oai-spgwu-tiny,0.00%,19.72MiB/31.09GiB,0.06%,261kB/249kB,0B/0B,15
7218321e4e90,oai-udm,0.25%,17.07MiB/31.09GiB,0.05%,44.2kB/33.3kB,0B/0B,7
125fb38de96f,cn-agent,0.01%,39.43MiB/31.09GiB,0.12%,2.13MB/1.02MB,0B/0B,1
ae395bc92632,oai-nrf,0.16%,17.08MiB/31.09GiB,0.05%,73kB/32.6kB,0B/0B,7
e915d098e124,mysql,0.15%,404.2MiB/31.09GiB,1.27%,741kB/1.87MB,201kB/283MB,40
b2bc12d8ebed,oai-ext-dn,0.00%,12.08MiB/31.09GiB,0.04%,12.9kB/0B,0B/0B,3
4359e12d5d64,nms-api-app,1.31%,47.2MiB/31.09GiB,0.15%,0B/0B,37.3MB/0B,4
83d0496cd3f3,nms-front-app,0.00%,27.86MiB/31.09GiB,0.09%,30.2kB/11.2kB,12.3MB/4.1kB,25
1d8edff61cb4,nms-db-sql,144.68%,763.7MiB/31.09GiB,2.40%,46.3MB/47.3MB,298MB/451MB,54
a89bf687d13c,r_agent,0.44%,139.6MiB/31.09GiB,0.44%,0B/0B,58MB/0B,49
ef3f5b7d89cf,oai-udr,0.14%,17.5MiB/31.09GiB,0.05%,115kB/50.6kB,0B/0B,7
5202830792c1,oai-ausf,1.79%,16.87MiB/31.09GiB,0.05%,31.9kB/20.1kB,0B/0B,7
b6700381562a,oai-amf,0.00%,20.39MiB/31.09GiB,0.06%,94.6kB/137kB,0B/0B,11
578fdb9b6717,oai-smf,0.00%,18.53MiB/31.09GiB,0.06%,46.1kB/53.2kB,0B/0B,13
164ab8e58687,oai-spgwu-tiny,0.00%,19.6MiB/31.09GiB,0.06%,261kB/249kB,0B/0B,15
7218321e4e90,oai-udm,0.18%,17.09MiB/31.09GiB,0.05%,44.2kB/33.3kB,0B/0B,7
125fb38de96f,cn-agent,0.01%,39.45MiB/31.09GiB,0.12%,2.17MB/1.04MB,0B/0B,1
ae395bc92632,oai-nrf,0.14%,17.14MiB/31.09GiB,0.05%,74.6kB/33.3kB,0B/0B,7
e915d098e124,mysql,0.16%,404.2MiB/31.09GiB,1.27%,756kB/1.91MB,201kB/283MB,40
b2bc12d8ebed,oai-ext-dn,0.00%,12.1MiB/31.09GiB,0.04%,12.9kB/0B,0B/0B,3
4359e12d5d64,nms-api-app,1.26%,47.21MiB/31.09GiB,0.15%,0B/0B,37.3MB/0B,1
83d0496cd3f3,nms-front-app,0.00%,27.86MiB/31.09GiB,0.09%,30.2kB/11.2kB,12.3MB/4.1kB,25
1d8edff61cb4,nms-db-sql,140.84%,763.7MiB/31.09GiB,2.40%,46.5MB/47.5MB,298MB/452MB,54
a89bf687d13c,r_agent,0.39%,139.5MiB/31.09GiB,0.44%,0B/0B,58MB/0B,49
ef3f5b7d89cf,oai-udr,0.14%,17.5MiB/31.09GiB,0.05%,115kB/50.6kB,0B/0B,7
5202830792c1,oai-ausf,0.13%,16.87MiB/31.09GiB,0.05%,31.9kB/20.1kB,0B/0B,7
b6700381562a,oai-amf,0.00%,20.39MiB/31.09GiB,0.06%,95.2kB/139kB,0B/0B,11
578fdb9b6717,oai-smf,0.05%,18.53MiB/31.09GiB,0.06%,46.5kB/54.2kB,0B/0B,13
164ab8e58687,oai-spgwu-tiny,0.04%,19.6MiB/31.09GiB,0.06%,262kB/250kB,0B/0B,15
7218321e4e90,oai-udm,0.15%,17.09MiB/31.09GiB,0.05%,44.2kB/33.3kB,0B/0B,7
125fb38de96f,cn-agent,0.01%,39.46MiB/31.09GiB,0.12%,2.21MB/1.06MB,0B/0B,1
ae395bc92632,oai-nrf,0.21%,17.14MiB/31.09GiB,0.05%,76.2kB/34kB,0B/0B,7
e915d098e124,mysql,0.13%,404.2MiB/31.09GiB,1.27%,770kB/1.94MB,201kB/283MB,40
b2bc12d8ebed,oai-ext-dn,0.00%,12.1MiB/31.09GiB,0.04%,12.9kB/0B,0B/0B,3
4359e12d5d64,nms-api-app,1.43%,46.97MiB/31.09GiB,0.15%,0B/0B,37.3MB/0B,4
83d0496cd3f3,nms-front-app,0.00%,27.86MiB/31.09GiB,0.09%,30.4kB/11.2kB,12.3MB/4.1kB,25
1d8edff61cb4,nms-db-sql,144.95%,763.7MiB/31.09GiB,2.40%,46.6MB/47.7MB,298MB/455MB,54
a89bf687d13c,r_agent,0.29%,139.8MiB/31.09GiB,0.44%,0B/0B,58MB/0B,49
ef3f5b7d89cf,oai-udr,0.17%,17.56MiB/31.09GiB,0.06%,115kB/50.6kB,0B/0B,7
5202830792c1,oai-ausf,0.14%,16.95MiB/31.09GiB,0.05%,31.9kB/20.1kB,0B/0B,7
b6700381562a,oai-amf,0.00%,20.49MiB/31.09GiB,0.06%,96.5kB/142kB,0B/0B,11
578fdb9b6717,oai-smf,0.00%,18.58MiB/31.09GiB,0.06%,46.6kB/54.3kB,0B/0B,13
164ab8e58687,oai-spgwu-tiny,0.00%,19.64MiB/31.09GiB,0.06%,262kB/250kB,0B/0B,15
7218321e4e90,oai-udm,0.18%,17.29MiB/31.09GiB,0.05%,44.2kB/33.3kB,0B/0B,7
125fb38de96f,cn-agent,0.01%,39.46MiB/31.09GiB,0.12%,2.25MB/1.08MB,0B/0B,1
ae395bc92632,oai-nrf,0.22%,17.21MiB/31.09GiB,0.05%,76.2kB/34kB,0B/0B,7
e915d098e124,mysql,0.17%,404.2MiB/31.09GiB,1.27%,784kB/1.98MB,201kB/283MB,40
b2bc12d8ebed,oai-ext-dn,0.00%,12.13MiB/31.09GiB,0.04%,12.9kB/0B,0B/0B,3
4359e12d5d64,nms-api-app,1.30%,47.22MiB/31.09GiB,0.15%,0B/0B,37.3MB/0B,1
83d0496cd3f3,nms-front-app,0.00%,27.86MiB/31.09GiB,0.09%,30.5kB/11.3kB,12.3MB/4.1kB,25
1d8edff61cb4,nms-db-sql,134.77%,763.8MiB/31.09GiB,2.40%,46.8MB/47.9MB,298MB/457MB,54
a89bf687d13c,r_agent,0.29%,139.6MiB/31.09GiB,0.44%,0B/0B,58MB/0B,49
ef3f5b7d89cf,oai-udr,0.15%,17.66MiB/31.09GiB,0.06%,115kB/50.6kB,0B/0B,7
5202830792c1,oai-ausf,0.14%,16.98MiB/31.09GiB,0.05%,31.9kB/20.1kB,0B/0B,7
b6700381562a,oai-amf,0.00%,20.59MiB/31.09GiB,0.06%,97.1kB/144kB,0B/0B,11
578fdb9b6717,oai-smf,0.01%,18.7MiB/31.09GiB,0.06%,47kB/55.3kB,0B/0B,13
164ab8e58687,oai-spgwu-tiny,0.00%,19.43MiB/31.09GiB,0.06%,262kB/251kB,0B/0B,15
7218321e4e90,oai-udm,0.15%,17.41MiB/31.09GiB,0.05%,44.2kB/33.3kB,0B/0B,7
125fb38de96f,cn-agent,0.01%,39.47MiB/31.09GiB,0.12%,2.29MB/1.1MB,0B/0B,1
ae395bc92632,oai-nrf,0.18%,17.25MiB/31.09GiB,0.05%,77.8kB/34.8kB,0B/0B,7
e915d098e124,mysql,0.15%,404.2MiB/31.09GiB,1.27%,799kB/2.02MB,201kB/283MB,40
b2bc12d8ebed,oai-ext-dn,0.00%,12.19MiB/31.09GiB,0.04%,12.9kB/0B,0B/0B,3
4359e12d5d64,nms-api-app,1.11%,47.57MiB/31.09GiB,0.15%,0B/0B,37.3MB/0B,4
83d0496cd3f3,nms-front-app,0.00%,27.86MiB/31.09GiB,0.09%,30.5kB/11.3kB,12.3MB/4.1kB,25
1d8edff61cb4,nms-db-sql,139.85%,763.8MiB/31.09GiB,2.40%,47MB/48.1MB,298MB/459MB,54
a89bf687d13c,r_agent,0.54%,139.8MiB/31.09GiB,0.44%,0B/0B,58MB/0B,49
ef3f5b7d89cf,oai-udr,0.18%,17.7MiB/31.09GiB,0.06%,115kB/50.6kB,0B/0B,7
5202830792c1,oai-ausf,0.12%,17.04MiB/31.09GiB,0.05%,31.9kB/20.1kB,0B/0B,7
b6700381562a,oai-amf,0.00%,20.7MiB/31.09GiB,0.07%,98.3kB/147kB,0B/0B,11
578fdb9b6717,oai-smf,0.00%,18.77MiB/31.09GiB,0.06%,47.4kB/56.3kB,0B/0B,13
164ab8e58687,oai-spgwu-tiny,0.00%,19.46MiB/31.09GiB,0.06%,262kB/252kB,0B/0B,15
7218321e4e90,oai-udm,0.16%,17.46MiB/31.09GiB,0.05%,44.2kB/33.3kB,0B/0B,7
125fb38de96f,cn-agent,0.01%,39.56MiB/31.09GiB,0.12%,2.34MB/1.12MB,0B/0B,1
ae395bc92632,oai-nrf,0.16%,17.21MiB/31.09GiB,0.05%,79.3kB/35.5kB,0B/0B,7
e915d098e124,mysql,0.14%,404.2MiB/31.09GiB,1.27%,813kB/2.05MB,201kB/283MB,40
b2bc12d8ebed,oai-ext-dn,0.00%,12.26MiB/31.09GiB,0.04%,12.9kB/0B,0B/0B,3
4359e12d5d64,nms-api-app,1.33%,46.79MiB/31.09GiB,0.15%,0B/0B,37.3MB/0B,1
83d0496cd3f3,nms-front-app,0.00%,27.86MiB/31.09GiB,0.09%,30.5kB/11.3kB,12.3MB/4.1kB,25
1d8edff61cb4,nms-db-sql,138.89%,763.8MiB/31.09GiB,2.40%,47.2MB/48.3MB,298MB/461MB,54
a89bf687d13c,r_agent,0.40%,139.5MiB/31.09GiB,0.44%,0B/0B,58MB/0B,49
ef3f5b7d89cf,oai-udr,0.22%,17.7MiB/31.09GiB,0.06%,115kB/50.6kB,0B/0B,7
5202830792c1,oai-ausf,0.16%,17.04MiB/31.09GiB,0.05%,31.9kB/20.1kB,0B/0B,7
b6700381562a,oai-amf,0.01%,20.7MiB/31.09GiB,0.07%,99kB/149kB,0B/0B,11
578fdb9b6717,oai-smf,0.05%,18.8MiB/31.09GiB,0.06%,47.9kB/57.3kB,0B/0B,13
164ab8e58687,oai-spgwu-tiny,0.04%,19.46MiB/31.09GiB,0.06%,263kB/252kB,0B/0B,15
7218321e4e90,oai-udm,0.19%,17.46MiB/31.09GiB,0.05%,44.2kB/33.3kB,0B/0B,7
125fb38de96f,cn-agent,0.01%,39.57MiB/31.09GiB,0.12%,2.38MB/1.14MB,0B/0B,1
ae395bc92632,oai-nrf,0.24%,17.21MiB/31.09GiB,0.05%,80.9kB/36.2kB,0B/0B,7
e915d098e124,mysql,0.15%,404.2MiB/31.09GiB,1.27%,827kB/2.09MB,201kB/283MB,40
b2bc12d8ebed,oai-ext-dn,0.00%,12.26MiB/31.09GiB,0.04%,12.9kB/0B,0B/0B,3
4359e12d5d64,nms-api-app,1.10%,47.09MiB/31.09GiB,0.15%,0B/0B,37.3MB/0B,4
83d0496cd3f3,nms-front-app,0.00%,27.86MiB/31.09GiB,0.09%,30.5kB/11.3kB,12.3MB/4.1kB,25
1d8edff61cb4,nms-db-sql,151.48%,763.8MiB/31.09GiB,2.40%,47.4MB/48.5MB,298MB/463MB,54
a89bf687d13c,r_agent,0.52%,139.5MiB/31.09GiB,0.44%,0B/0B,58MB/0B,49
ef3f5b7d89cf,oai-udr,0.14%,17.82MiB/31.09GiB,0.06%,115kB/50.6kB,0B/0B,7
5202830792c1,oai-ausf,0.14%,17.13MiB/31.09GiB,0.05%,31.9kB/20.1kB,0B/0B,7
b6700381562a,oai-amf,0.00%,20.82MiB/31.09GiB,0.07%,100kB/152kB,0B/0B,11
578fdb9b6717,oai-smf,0.00%,18.86MiB/31.09GiB,0.06%,47.9kB/57.3kB,0B/0B,13
164ab8e58687,oai-spgwu-tiny,0.00%,19.54MiB/31.09GiB,0.06%,263kB/252kB,0B/0B,15
7218321e4e90,oai-udm,0.13%,17.51MiB/31.09GiB,0.06%,44.2kB/33.3kB,0B/0B,7
125fb38de96f,cn-agent,0.01%,39.57MiB/31.09GiB,0.12%,2.42MB/1.16MB,0B/0B,1
ae395bc92632,oai-nrf,0.15%,17.38MiB/31.09GiB,0.05%,80.9kB/36.2kB,0B/0B,7
e915d098e124,mysql,0.15%,404.2MiB/31.09GiB,1.27%,841kB/2.13MB,201kB/283MB,40
b2bc12d8ebed,oai-ext-dn,0.00%,12.26MiB/31.09GiB,0.04%,12.9kB/0B,0B/0B,3
4359e12d5d64,nms-api-app,1.25%,46.91MiB/31.09GiB,0.15%,0B/0B,37.3MB/0B,2
83d0496cd3f3,nms-front-app,0.00%,27.86MiB/31.09GiB,0.09%,30.6kB/11.3kB,12.3MB/4.1kB,25
1d8edff61cb4,nms-db-sql,142.14%,763.8MiB/31.09GiB,2.40%,47.6MB/48.6MB,298MB/465MB,54
a89bf687d13c,r_agent,0.35%,139.5MiB/31.09GiB,0.44%,0B/0B,58MB/0B,49
ef3f5b7d89cf,oai-udr,0.22%,17.86MiB/31.09GiB,0.06%,115kB/50.6kB,0B/0B,7
5202830792c1,oai-ausf,0.16%,17.23MiB/31.09GiB,0.05%,31.9kB/20.1kB,0B/0B,7
b6700381562a,oai-amf,0.00%,20.92MiB/31.09GiB,0.07%,101kB/154kB,0B/0B,11
578fdb9b6717,oai-smf,0.00%,18.88MiB/31.09GiB,0.06%,48.3kB/58.3kB,0B/0B,13
164ab8e58687,oai-spgwu-tiny,0.00%,19.62MiB/31.09GiB,0.06%,263kB/253kB,0B/0B,15
7218321e4e90,oai-udm,0.21%,17.55MiB/31.09GiB,0.06%,44.2kB/33.3kB,0B/0B,7
125fb38de96f,cn-agent,0.01%,39.58MiB/31.09GiB,0.12%,2.46MB/1.18MB,0B/0B,1
ae395bc92632,oai-nrf,0.15%,17.41MiB/31.09GiB,0.05%,82.5kB/37kB,0B/0B,7
e915d098e124,mysql,0.19%,404.2MiB/31.09GiB,1.27%,856kB/2.16MB,201kB/283MB,40
b2bc12d8ebed,oai-ext-dn,0.00%,12.32MiB/31.09GiB,0.04%,12.9kB/0B,0B/0B,3
4359e12d5d64,nms-api-app,1.23%,47.21MiB/31.09GiB,0.15%,0B/0B,37.3MB/0B,4
83d0496cd3f3,nms-front-app,0.00%,27.86MiB/31.09GiB,0.09%,30.6kB/11.3kB,12.3MB/4.1kB,25
1d8edff61cb4,nms-db-sql,138.66%,763.9MiB/31.09GiB,2.40%,47.8MB/48.8MB,298MB/467MB,54
a89bf687d13c,r_agent,0.29%,139.6MiB/31.09GiB,0.44%,0B/0B,58MB/0B,49
ef3f5b7d89cf,oai-udr,0.16%,17.98MiB/31.09GiB,0.06%,115kB/50.6kB,0B/0B,7
5202830792c1,oai-ausf,0.16%,17.28MiB/31.09GiB,0.05%,31.9kB/20.1kB,0B/0B,7
b6700381562a,oai-amf,0.00%,20.97MiB/31.09GiB,0.07%,102kB/157kB,0B/0B,11
578fdb9b6717,oai-smf,0.00%,18.93MiB/31.09GiB,0.06%,48.8kB/59.3kB,0B/0B,13
164ab8e58687,oai-spgwu-tiny,0.00%,19.67MiB/31.09GiB,0.06%,264kB/254kB,0B/0B,15
7218321e4e90,oai-udm,0.18%,17.63MiB/31.09GiB,0.06%,44.2kB/33.3kB,0B/0B,7
125fb38de96f,cn-agent,0.40%,39.83MiB/31.09GiB,0.13%,2.51MB/1.21MB,0B/0B,1
ae395bc92632,oai-nrf,0.14%,17.49MiB/31.09GiB,0.05%,84kB/37.7kB,0B/0B,7
e915d098e124,mysql,0.49%,404.2MiB/31.09GiB,1.27%,873kB/2.21MB,201kB/283MB,40
b2bc12d8ebed,oai-ext-dn,0.00%,12.41MiB/31.09GiB,0.04%,12.9kB/0B,0B/0B,3
4359e12d5d64,nms-api-app,1.51%,46.99MiB/31.09GiB,0.15%,0B/0B,37.3MB/0B,1
83d0496cd3f3,nms-front-app,0.00%,27.86MiB/31.09GiB,0.09%,30.6kB/11.3kB,12.3MB/4.1kB,25
1d8edff61cb4,nms-db-sql,132.96%,763.8MiB/31.09GiB,2.40%,48MB/49MB,298MB/468MB,54
a89bf687d13c,r_agent,0.30%,139.5MiB/31.09GiB,0.44%,0B/0B,58MB/0B,49
ef3f5b7d89cf,oai-udr,0.20%,17.98MiB/31.09GiB,0.06%,115kB/50.6kB,0B/0B,7
5202830792c1,oai-ausf,0.13%,17.28MiB/31.09GiB,0.05%,31.9kB/20.1kB,0B/0B,7
b6700381562a,oai-amf,0.00%,20.97MiB/31.09GiB,0.07%,103kB/159kB,0B/0B,11
578fdb9b6717,oai-smf,0.07%,18.93MiB/31.09GiB,0.06%,49.2kB/60.4kB,0B/0B,13
164ab8e58687,oai-spgwu-tiny,0.03%,19.68MiB/31.09GiB,0.06%,264kB/254kB,0B/0B,15
7218321e4e90,oai-udm,0.18%,17.63MiB/31.09GiB,0.06%,44.2kB/33.3kB,0B/0B,7
125fb38de96f,cn-agent,0.01%,39.61MiB/31.09GiB,0.12%,2.55MB/1.22MB,0B/0B,1
ae395bc92632,oai-nrf,0.21%,17.49MiB/31.09GiB,0.05%,85.6kB/38.5kB,0B/0B,7
e915d098e124,mysql,0.15%,404.2MiB/31.09GiB,1.27%,884kB/2.24MB,201kB/283MB,40
b2bc12d8ebed,oai-ext-dn,0.00%,12.41MiB/31.09GiB,0.04%,12.9kB/0B,0B/0B,3
4359e12d5d64,nms-api-app,1.22%,47.11MiB/31.09GiB,0.15%,0B/0B,37.3MB/0B,4
83d0496cd3f3,nms-front-app,0.00%,27.86MiB/31.09GiB,0.09%,30.6kB/11.3kB,12.3MB/4.1kB,25
1d8edff61cb4,nms-db-sql,145.22%,763.9MiB/31.09GiB,2.40%,48.2MB/49.2MB,298MB/470MB,54
a89bf687d13c,r_agent,0.58%,139.5MiB/31.09GiB,0.44%,0B/0B,58MB/0B,49
ef3f5b7d89cf,oai-udr,0.22%,18.02MiB/31.09GiB,0.06%,115kB/50.6kB,0B/0B,7
5202830792c1,oai-ausf,0.15%,17.31MiB/31.09GiB,0.05%,31.9kB/20.1kB,0B/0B,7
b6700381562a,oai-amf,0.00%,20.75MiB/31.09GiB,0.07%,104kB/162kB,0B/0B,11
578fdb9b6717,oai-smf,0.00%,19.01MiB/31.09GiB,0.06%,49.2kB/60.4kB,0B/0B,13
164ab8e58687,oai-spgwu-tiny,0.00%,19.78MiB/31.09GiB,0.06%,264kB/254kB,0B/0B,15
7218321e4e90,oai-udm,0.22%,17.68MiB/31.09GiB,0.06%,44.2kB/33.3kB,0B/0B,7
125fb38de96f,cn-agent,0.28%,39.84MiB/31.09GiB,0.13%,2.6MB/1.25MB,0B/0B,1
ae395bc92632,oai-nrf,0.16%,17.57MiB/31.09GiB,0.06%,85.6kB/38.5kB,0B/0B,7
e915d098e124,mysql,0.28%,404.2MiB/31.09GiB,1.27%,902kB/2.28MB,201kB/283MB,40
b2bc12d8ebed,oai-ext-dn,0.00%,12.45MiB/31.09GiB,0.04%,12.9kB/0B,0B/0B,3
4359e12d5d64,nms-api-app,1.97%,46.85MiB/31.09GiB,0.15%,0B/0B,37.3MB/0B,1
83d0496cd3f3,nms-front-app,0.00%,27.86MiB/31.09GiB,0.09%,30.6kB/11.3kB,12.3MB/4.1kB,25
1d8edff61cb4,nms-db-sql,138.61%,763.9MiB/31.09GiB,2.40%,48.4MB/49.4MB,298MB/472MB,54
